Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num ADM,Num Acinar,Num Ductal_Amy_overexpr,Num Immune,Num Langerhans,Num Non_malignant_duct,Num Stroma,Num Stroma_periductal,Area µm^2,Perimeter µm,Num Stroma_Amy_leakage
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),a5f3770d-38af-4500-b903-f72bb32a7407,Langerhans,Langerhans,Image,Polygon,174.91,2326.8,28,0,0,0,0,27,0,0,1,2810,200.66,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),5651f0ac-55f5-482d-84ce-e9dbb08ca6ba,Langerhans,Langerhans,Image,Polygon,1822.6,486.22,42,0,0,0,5,34,0,3,0,5360,301.05,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),50dab743-0345-4b82-b3d3-2893b147a9f0,Stroma,Stroma,Image,Polygon,1287.9,994.68,45,0,0,0,2,0,0,43,0,10684,451.44,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),de5183cf-ba22-4e4f-8d00-5cd2d95904d3,Stroma,Stroma,Image,Polygon,243.54,2230.8,16,0,0,0,1,0,0,14,1,2516.6,271.53,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),17c9c6c0-8658-4087-aab8-95c753e6f728,Stroma,Stroma,Image,Polygon,783.74,1545.3,64,0,0,0,1,0,0,63,0,14818.8,1032.7,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),921e9f0e-d449-4726-8bb3-be158e4ce036,Stroma,Stroma,Image,Polygon,292.3,1729.4,30,0,0,0,1,0,0,29,0,5475.5,462.59,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),97e9dc5b-44f9-4b82-a09c-1b3b6aa3e6d0,Stroma,Stroma,Image,Polygon,289.42,2188.1,3,0,0,0,0,0,0,3,0,594.05,,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),18f7582b-c325-4504-8fc9-09695b4ba9d0,Stroma,Stroma,Image,Polygon,1283.6,2370.2,8,0,0,0,0,0,0,8,0,1021.3,133.78,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),f5ca5f97-aada-4f18-9d84-185fa4708c46,Stroma,Stroma,Image,Polygon,1521.5,2153.4,31,0,0,0,0,0,0,31,0,7247.1,448.9,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),08e9f693-bafc-4b47-b0f7-083bff1d510e,Stroma,Stroma,Image,Polygon,1978.6,358.79,17,0,0,0,0,0,0,17,0,3151,379.2,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),f9c88c9a-ee10-42f0-9a4e-da530fde9a73,Stroma_periductal,Stroma_periductal,Image,Polygon,612.71,525.58,9,0,0,0,1,0,0,0,8,1424.4,156.62,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),4cada2ea-8d91-436e-9b81-098129e05b4c,Stroma_periductal,Stroma_periductal,Image,Polygon,767.76,583.83,46,0,0,0,1,0,0,0,45,5397.2,,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),a96fbf61-f5ce-45d6-8b3f-4b6efab30267,Stroma_periductal,Stroma_periductal,Image,Polygon,506.38,711.42,21,1,0,0,0,0,0,0,20,2436.9,219.85,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),5d4786b8-5762-4714-a328-968f8ebcfb4b,Stroma_periductal,Stroma_periductal,Image,Polygon,2099.5,829.41,20,0,0,0,0,0,0,0,19,2835.4,318.47,1
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),0f24e688-cc25-4bc5-ae1e-8d9c55084cd5,Immune,Immune,Image,Polygon,620.88,418.1,89,0,0,0,89,0,0,0,0,10733.9,449.72,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),1e9cf9bd-6776-4bd9-9879-fea4446020d5,Immune,Immune,Image,Polygon,523.22,580.29,124,0,0,0,124,0,0,0,0,15072.8,593.88,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),74eb62a4-cd68-42ef-aa43-0ce2f8909005,Immune,Immune,Image,Polygon,439.2,737.91,79,0,0,0,78,0,0,1,0,9814.9,481.79,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),e2096da9-b97a-40bc-99d6-8dd0c931a23a,Immune,Immune,Image,Polygon,211.42,2554.7,22,0,0,0,22,0,0,0,0,2185.7,177.12,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),3d9ebcd4-2285-4d1e-91bb-4276ad9f36f8,Immune,Immune,Image,Polygon,1505.2,436.48,7,0,0,0,7,0,0,0,0,548.48,97.87,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),481014e6-ef5d-420a-b22e-d8747165e46a,Immune,Immune,Image,Polygon,1162.2,1129.2,16,0,0,0,16,0,0,0,0,1820.8,164.24,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),066f989e-e954-4679-8f33-a07128cea173,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1050.4,1093.1,22,0,0,0,0,0,0,0,0,4316.9,280.03,22
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),16ad315b-91c5-4eea-a688-9743ab3915cf,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,773.39,898.62,101,0,0,0,0,0,0,0,0,18716.8,559.47,101
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),45b34d06-2b82-4cd4-9a48-b2137195c056,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,573.26,888.46,57,0,0,0,1,0,0,0,0,8583,445.64,56
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),76e55a9e-7962-42fd-bc2c-37e9d4b906d9,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,2469.4,2346.1,165,0,0,0,0,0,0,0,0,21592.2,686.32,165
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),28ebf1d4-7e32-489a-94d7-0a313a84cd5a,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,2383.9,2546.7,106,0,0,0,0,0,0,0,0,11723.9,419.72,106
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),c2cdd1f8-5c34-49b3-a9d0-cff90713490e,ADM,ADM,Image,Polygon,343.56,2248.6,2,2,0,0,0,0,0,0,0,242.01,60.58,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),45704673-8baa-4c82-9d62-c424d17a1159,Acinar,Acinar,Image,Polygon,353.78,2237,1,0,1,0,0,0,0,0,0,150.13,49.99,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),8a942eec-b115-4505-bead-d5abd65a5928,ADM,ADM,Image,Polygon,691.39,2125.5,5,5,0,0,0,0,0,0,0,539.32,91.4,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),96691b06-cbcf-4add-90a9-42e2826173d2,ADM,ADM,Image,Polygon,400.81,2321.7,2,2,0,0,0,0,0,0,0,194.82,53.94,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),878698bf-0215-4baf-beff-f2601cc0b1c3,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,411.38,2305.6,3,1,0,2,0,0,0,0,0,218.94,58.69,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),a70297d9-f179-49a0-8c73-818bf0e7cc32,ADM,ADM,Image,Polygon,1809.5,730.88,4,4,0,0,0,0,0,0,0,453.75,88.43,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),b058c6b1-597a-4848-b1a8-9c17f51b56d8,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1638.5,949.35,7,0,0,0,0,0,7,0,0,617.45,108.44,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),e006543e-efcd-4b77-bc73-b1d5425aa592,Acinar,Acinar,Image,Polygon,1528.5,900.08,2,0,2,0,0,0,0,0,0,246.76,63.13,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),480096ba-ad6e-49b4-9e7d-a4b38a93cd81,ADM,ADM,Image,Polygon,1486.6,899.36,1,1,0,0,0,0,0,0,0,128.18,44.48,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),3263b87b-5313-4815-83e1-b95af39c9aea,ADM,ADM,Image,Polygon,1453.7,979.25,6,6,0,0,0,0,0,0,0,507.37,84.11,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),7e3bc03c-3a12-415c-bc1e-579aa03f1e61,Acinar,Acinar,Image,Polygon,1904.1,1142.7,2,0,1,0,0,0,0,0,0,224.36,57.43,1
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),beb70e87-ed9f-4df8-bf91-2c2aef7d7ac3,ADM,ADM,Image,Polygon,1898.4,1152.4,3,3,0,0,0,0,0,0,0,286.48,,0
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),f796285b-3278-4651-8948-f12ad8d75e05,l_atrophy_tu,l_atrophy_tu,Image,Polygon,932.18,813.9,4931,189,4,335,1924,42,321,1067,273,768350.3,3994.8,776
PKR51_K19-amy_pd lobule 1.nd2 - PKR51_K19-amy_pd lobule 1.nd2 (series 1),69d9809e-e876-4f81-9b7e-f69e8a4b6964,Tumor,Tumor,Image,Geometry,2154.9,1037.9,4715,126,0,1675,13,0,130,79,32,2063008.6,36262.8,2660
PKR24_K19-amy_d lobule A.nd2 - PKR24_K19-amy_d lobule A.nd2 (series 1),5909ace5-2d71-4ff1-931c-89bf4c5aa4f1,l_atrophy_tu,l_atrophy_tu,Image,Polygon,975.58,3505,2365,,,59,18,414,279,1090,292,366152.9,2635,213
PKR24_K19-amy_d lobule A.nd2 - PKR24_K19-amy_d lobule A.nd2 (series 1),bf046bfb-f2b8-45b6-8a59-b40db2a5a232,Tumor,Tumor,Image,Geometry,881.97,3407.5,0,,,0,0,0,0,0,0,136947.6,7116.6,0
PKR24_K19-amy_pd lobule A.nd2 - PKR24_K19-amy_pd lobule A.nd2 (series 1),4881ffb5-18b2-49e6-961a-77297a6450db,e_atrophy_tu,e_atrophy_tu,Image,Polygon,1250.3,1523.8,25040,1626,6701,629,4221,2510,1312,7048,993,4046005.3,7969.3,
PKR24_K19-amy_pd lobule A.nd2 - PKR24_K19-amy_pd lobule A.nd2 (series 1),3006e379-4ff8-4fe3-a625-06c34aefa1f2,l_atrophy_tu,l_atrophy_tu,Image,Polygon,2365.8,829.3,6740,120,297,99,2646,531,396,2524,127,1043797.4,3784.3,
PKR24_K19-amy_pd lobule A.nd2 - PKR24_K19-amy_pd lobule A.nd2 (series 1),40adb239-0f44-4cbc-a174-3cb9e3d6a58c,Tumor,Tumor,Image,Geometry,2297.1,859.17,0,0,0,0,0,0,0,0,0,134995.1,8268.5,
PKR24_K19-amy_pd lobule B.nd2 - PKR24_K19-amy_pd lobule B.nd2 (series 1),4be17a95-6fb2-4424-aefc-2b1bec80884c,l_atrophy_tu,l_atrophy_tu,Image,Geometry,1138.3,768.26,10507,,2,124,34,2470,1580,4687,1381,1476984.1,7148.7,229
PKR24_K19-amy_pd lobule B.nd2 - PKR24_K19-amy_pd lobule B.nd2 (series 1),8ad3d2e2-a6bf-4cd5-aded-4f8d5fe16d9f,Tumor,Tumor,Image,Geometry,1155.8,569.6,0,,0,0,0,0,0,0,0,108367.1,5666.7,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),463f3550-ccfd-42cb-914e-859778a6f857,l_atrophy_tu,l_atrophy_tu,Image,Polygon,2137.7,1078.1,9411,,,316,642,2529,1095,3472,783,1411132.9,4689.5,574
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),c16f7887-af99-42ae-bfa7-64e4fc2a9e49,l_atrophy_tu,l_atrophy_tu,Image,Polygon,1262,1766.5,6621,,,139,1608,70,836,1423,164,977600.4,4077.7,2381
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),89ea4a1e-4111-49d6-949e-bd68ade27f25,l_atrophy,l_atrophy,Image,Polygon,1166.7,2926.8,4129,,,132,135,54,635,459,143,592708.6,2981.6,2571
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),4e61afc6-ebf3-4c37-b83a-3f43cba7184a,l_atrophy_tu,l_atrophy_tu,Image,Polygon,2096.9,2594.1,5597,,,181,31,1338,840,1796,1160,700955.5,,251
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),6a5bfb0f-2392-487d-9cbd-54ee78fb8237,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2168.2,2228.6,13,,,0,0,0,13,0,0,1277.6,160.83,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),fecfba98-6e8f-4a48-a748-8e5d61378684,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2342.4,2212,6,,,0,0,0,6,0,0,541.05,87.56,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),01ca9f3b-e0c3-46cd-93c5-dfd52214c7a7,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1790.7,2551.8,7,,,0,0,0,7,0,0,777.53,106.27,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),9a6d8441-f960-4180-8e4e-785801c93006,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1736.2,2546.2,5,,,0,0,0,5,0,0,481.12,85.42,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),ae693757-1f67-4b22-bf60-acb1a8e3a647,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2209.7,2722.3,16,,,0,0,0,16,0,0,1397.3,230.8,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),75f25af2-6cd1-49a3-a019-9c786f8f6adc,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1265.5,2701.8,17,,,1,0,0,16,0,0,1633,191.69,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),b6564b7b-2957-4a91-ad1c-6282ad4793f0,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1233.2,2781.4,10,,,0,0,0,10,0,0,1446.9,156.16,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),935ddfd6-51b3-4d01-8214-fab8585fd1c0,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1041.7,3193.4,25,,,0,0,0,25,0,0,2997,239.93,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),3bc0c695-0120-442c-85da-6b9a59291c78,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1186.6,3291.2,7,,,0,0,0,7,0,0,761.89,103.72,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),d08a3f2c-4988-417c-8a18-aa3120361f43,Non_malignant_duct,Non_malignant_duct,Image,Polygon,634.25,1460.5,0,,,0,0,0,0,0,0,1277.9,166.99,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),637d59c1-9c34-4961-91eb-847c30563068,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1159.7,2013.7,9,,,0,0,0,9,0,0,793.45,107.68,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),19e9dee9-2422-46ef-bae9-d460a646f081,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1070.5,1834.8,13,,,0,0,0,13,0,0,1364.2,159.83,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),4abbcba2-1a9b-4cd8-882f-ad2fc12f29c7,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1297,1923.7,5,,,0,0,0,5,0,0,482.46,84.76,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),319cad6b-9baa-40c1-8260-0dfc22c0c829,Acinar,Acinar,Image,Polygon,148.8,1212.8,0,,,0,0,0,0,0,0,3127.5,,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),5b21f19d-347f-44f3-a729-e992e426267c,Acinar,Acinar,Image,Polygon,242.98,1202.5,0,,,0,0,0,0,0,0,545.57,93.23,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),ab8e9e4d-0022-4bca-9e21-9035e814e344,Acinar,Acinar,Image,Polygon,190,1405.4,0,,,0,0,0,0,0,0,1886.5,235.8,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),e8bb703a-97c3-4994-bfb5-9757c57a3923,Acinar,Acinar,Image,Polygon,606.46,1800,0,,,0,0,0,0,0,0,1690.1,175.01,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),ae2076fa-c413-4023-9f3d-175297895b32,Acinar,Acinar,Image,Polygon,149.2,1774,0,,,0,0,0,0,0,0,828.3,130.31,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),432baf67-b84b-400f-a299-22fe85fa12ad,Acinar,Acinar,Image,Polygon,181.89,1727.9,0,,,0,0,0,0,0,0,3113.6,279.08,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),3e75af41-db6c-4292-95f9-629227e6ecc0,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,288.39,1620.6,0,,,0,0,0,0,0,0,2375.5,177.03,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),7c86fde8-8920-40b2-8899-c8ae931b308f,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1891.2,2817,87,,,87,0,0,0,0,0,15054.6,,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),19487b14-3296-462b-a10f-8360b478c5e0,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,2648.7,2420,1,,,1,0,0,0,0,0,988.6,178.73,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),1b9f7bdb-ab24-4daa-832c-ad2a8e237a6c,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1396.4,1906.8,17,,,17,0,0,0,0,0,2326.3,345.35,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),d581f07d-2c04-458a-8b07-11e9938deea2,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1395.9,2043.5,8,,,7,0,0,1,0,0,1369.7,135.83,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),4d5c2bea-4365-40bc-8b05-9fec833a90c8,Langerhans,Langerhans,Image,Polygon,1822.9,1366.4,210,,,0,0,210,0,0,0,29128.5,643.29,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),66589070-caae-47bb-af95-c466d9904dd5,Langerhans,Langerhans,Image,Polygon,1998.9,1123.1,60,,,0,0,60,0,0,0,8942.9,346.82,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),13b49cc5-f5c5-41da-a325-2ed15ed269af,Langerhans,Langerhans,Image,Polygon,2995.8,241.76,0,,,0,0,0,0,0,0,7356.6,345.56,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),74b4bc52-500d-45ab-9561-977a8ed6dc33,Stroma,Stroma,Image,Polygon,697.69,1634.6,0,,,0,0,0,0,0,0,6999.7,651.28,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),cc2f9156-d7f3-44f6-8d0a-317682515f0b,Stroma,Stroma,Image,Polygon,585.72,2164.5,0,,,0,0,0,0,0,0,5515,351.91,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),1e757387-e451-4873-b9a4-407e87d6116b,Stroma,Stroma,Image,Polygon,788.7,2806.8,55,,,0,1,0,0,54,0,12583.3,624.02,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),5220a41d-edef-4358-a2a7-de3b7f55ca28,Stroma,Stroma,Image,Polygon,2213.4,557.69,80,,,0,0,0,0,80,0,24688.8,919.92,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),18519a3d-b8b9-46a9-9665-31d8b9882662,Stroma_periductal,Stroma_periductal,Image,Polygon,2459.1,765.11,68,,,0,0,0,0,0,68,9820.9,,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),fe3cfc91-a717-4e95-b150-bbd4f3b39c0d,Stroma_periductal,Stroma_periductal,Image,Polygon,2047.4,2752.3,99,,,0,0,0,0,0,98,13678.1,719.52,1
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),9d9e50a3-05c5-4d38-97c9-40f5f98241ad,Stroma_periductal,Stroma_periductal,Image,Polygon,1785.3,2917.5,55,,,0,0,1,0,0,54,7432.2,380.41,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),4b21e52f-4765-46c9-9bc2-24dd56ac1b1c,Stroma_periductal,Stroma_periductal,Image,Polygon,1365.5,1812.6,38,,,0,0,0,0,0,37,5095,356.38,1
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),19fb6830-cecc-4758-9054-46c3741b8b5b,ADM,ADM,Image,Polygon,680.01,1804.7,0,,,0,0,0,0,0,0,189.01,56.02,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),334c4ee3-25d1-457f-86e3-4ec1cb0f38c8,ADM,ADM,Image,Polygon,673.12,1859.6,0,,,0,0,0,0,0,0,273.57,61.25,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),6c70ef71-bc21-4000-83ca-1ee442a2d511,ADM,ADM,Image,Polygon,386.35,1123.7,0,,,0,0,0,0,0,0,227.55,56.11,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),f5a769ab-b6ca-4408-b81f-5a22f715ad87,ADM,ADM,Image,Polygon,324.72,1068,0,,,0,0,0,0,0,0,215.7,54.86,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),f1e350e5-a2d4-4f1d-bb1d-5e4fd57e0cec,Immune,Immune,Image,Polygon,1095.1,1194.7,382,,,0,382,0,0,0,0,48780.7,1313,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),a33c0099-531c-4974-90b0-a05ddc3e7865,Immune,Immune,Image,Polygon,1510.8,905.4,97,,,0,97,0,0,0,0,11371.4,390.05,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),f16595b5-52fc-4a55-818c-a4a1974e2cd9,Immune,Immune,Image,Polygon,349.2,1707.5,0,,,0,0,0,0,0,0,17018,655.5,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),625b9b70-3ef6-4903-af51-9c45a1353ad3,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,846.76,3055.6,86,,,0,0,0,0,0,0,16034.7,600.13,86
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),a9333136-817a-4002-b789-92bf8db1bcae,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1155.2,2899.3,47,,,0,0,0,0,0,0,7035.3,568.9,47
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),11534ca2-3d80-4f2a-bbde-db2320088af0,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1225.4,3346,71,,,0,0,0,0,0,0,11259.3,467.89,71
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),8d216c2a-bf4c-41d5-b7e4-082067a27fdc,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1026.3,3344.8,49,,,0,0,0,0,0,0,6017.5,309.31,49
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),36bb2529-8a3a-42b3-a68c-e03b07b07328,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1527.3,2063.7,86,,,0,0,0,0,0,0,11781.9,421.49,86
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),1f01b3db-e5b0-4bca-94a5-7bbd7b5e2a5f,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1540.8,1866.7,19,,,0,0,0,0,0,0,3074.7,250.07,19
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),73f0ff42-64bc-46e9-b356-878b02a604ff,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1470.9,1241.6,22,,,0,1,0,0,0,0,2736.3,,21
